Player	AVG	draftkings	fanduel	caesars	bet365	kambi	mgm	fantasypros	yahoo
Zonovan Knight	1.1	-	-	-	-	-	-	0.4	1.9
Lew Nichols	1.0	-	-	-	-	-	-	1.0	-
Sincere Mccormick	1.0	-	-	-	-	-	-	1.0	-
Jordan Mason	0.9	-	-	-	-	-	-	0.9	1
Kene Nwangwu	0.9	-	-	-	-	-	-	0.9	-
Malik Davis	0.9	-	-	-	-	-	-	0.9	0.8
Chris Rodriguez	0.8	-	-	-	-	-	-	0.8	-
Deon Jackson	0.8	-	-	-	-	-	-	0.4	1.2
Snoop Conner	0.8	-	-	-	-	-	-	0.8	-
Evan Hull	0.7	-	-	-	-	-	-	0.7	-
Trayveon Williams	0.7	-	-	-	-	-	-	0.7	-
Dewayne Mcbride	0.7	-	-	-	-	-	-	0.7	-
Anthony Mcfarland	0.7	-	-	-	-	-	-	0.7	-
Patrick Taylor	0.7	-	-	-	-	-	-	0.7	-
Gary Brightwell	0.7	-	-	-	-	-	-	0.7	-
Deejay Dallas	0.6	-	-	-	-	-	-	0.6	-
Craig Reynolds	0.6	-	-	-	-	-	-	0.6	-
Tony Jones	0.6	-	-	-	-	-	-	0.6	-
Hunter Luepke	0.6	-	-	-	-	-	-	0.6	-
Brittain Brown	0.6	-	-	-	-	-	-	0.6	-
Jake Funk	0.6	-	-	-	-	-	-	0.6	-
Elijah Dotson	0.6	-	-	-	-	-	-	0.6	-
Deneric Prince	0.5	-	-	-	-	-	-	0.5	-
Kevin Harris	0.5	-	-	-	-	-	-	0.5	-
Damien Williams	0.5	-	-	-	-	-	-	0.5	-
Dare Ogunbowale	0.5	-	-	-	-	-	-	0.5	-
John Kelly	0.5	-	-	-	-	-	-	0.5	-
Brandon Bolden	0.5	-	-	-	-	-	-	0.5	-
Jj Taylor	0.5	-	-	-	-	-	-	0.5	-
Tyson Williams	0.5	-	-	-	-	-	-	0.5	-
Ameer Abdullah	0.4	-	-	-	-	-	-	0.4	-
Kyle Juszczyk	0.4	-	-	-	-	-	-	0.4	-
Tyler Badie	0.4	-	-	-	-	-	-	0.4	-
Jonathan Williams	0.4	-	-	-	-	-	-	0.4	-
Travis Homer	0.3	-	-	-	-	-	-	0.3	-
Justice Hill	0.3	-	-	-	-	-	-	0.3	-
Mike Boone	0.3	-	-	-	-	-	-	0.3	-
Royce Freeman	0.3	-	-	-	-	-	-	0.3	-
Jermar Jefferson	0.3	-	-	-	-	-	-	0.3	-
Israel Abanikanda	0.2	-	-	-	-	-	-	0.2	-
Chris Evans	0.2	-	-	-	-	-	-	0.5	0
Ty Montgomery	0.2	-	-	-	-	-	-	0.2	-
Ty Johnson	0.2	-	-	-	-	-	-	0.2	-
Reggie Gilliam	0.2	-	-	-	-	-	-	0.2	-
Jonathan Ward	0.2	-	-	-	-	-	-	0.2	-
Lamical Perine	0.2	-	-	-	-	-	-	0.2	-
Darrynton Evans	0.2	-	-	-	-	-	-	0.2	-
Qadree Ollison	0.2	-	-	-	-	-	-	0.2	-
Giovanni Ricci	0.2	-	-	-	-	-	-	0.2	-
Patrick Laird	0.2	-	-	-	-	-	-	0.2	-
Spencer Brown	0.2	-	-	-	-	-	-	0.2	-
Jaret Patterson	0.2	-	-	-	-	-	-	0.2	-
Avery Williams	0.2	-	-	-	-	-	-	0.2	-
Salvon Ahmed	0.1	-	-	-	-	-	-	0.1	-
Myles Gaskin	0.1	-	-	-	-	-	-	0.1	0
Alec Ingold	0.1	-	-	-	-	-	-	0.1	-
Trey Sermon	0.1	-	-	-	-	-	-	0.1	-
Julius Chestnut	0.1	-	-	-	-	-	-	0.1	-
Cj Ham	0.1	-	-	-	-	-	-	0.1	-
Trestan Ebner	0.1	-	-	-	-	-	-	0.1	-
Godwin Igwebuike	0.1	-	-	-	-	-	-	0.1	-
Patrick Ricard	0.1	-	-	-	-	-	-	0.1	-
Jason Cabinda	0.1	-	-	-	-	-	-	0.1	-
Nate Mccrary	0.1	-	-	-	-	-	-	0.1	-
Gerrid Doaks	0.1	-	-	-	-	-	-	0.1	-
Adam Prentice	0.1	-	-	-	-	-	-	0.1	-
Michael Burton	0.1	-	-	-	-	-	-	0.1	-
Henry Pearson	0.1	-	-	-	-	-	-	0.1	-
Jakob Johnson	0.1	-	-	-	-	-	-	0.1	-
Jason Huntley	0.1	-	-	-	-	-	-	0.1	-
Khari Blasingame	0.1	-	-	-	-	-	-	0.1	-
Jack Colletto	0.1	-	-	-	-	-	-	0.1	-
Keith Smith	0.1	-	-	-	-	-	-	0.1	-
Nick Bawden	0.1	-	-	-	-	-	-	0.1	-
Ellis Merriweather	0.1	-	-	-	-	-	-	0.1	-
Tyler Goodson	0.1	-	-	-	-	-	-	0.1	-
Kenny Mcintosh	0.0	-	-	-	-	-	-	0.0	-
Darrel Williams	0.0	-	-	-	-	-	-	0.0	0
Demetric Felton	0.0	-	-	-	-	-	-	0.0	-
Keaton Mitchell	0.0	-	-	-	-	-	-	0.0	-
Kirk Merritt	0.0	-	-	-	-	-	-	0.0	-
Zander Horvath	0.0	-	-	-	-	-	-	0.0	-
Jaleel Mclaughlin	0.0	-	-	-	-	-	-	0.0	-
Ronnie Rivers	0.0	-	-	-	-	-	-	0.0	-
Larry Rountree	0.0	-	-	-	-	-	-	0.0	-
Nick Bellore	0.0	-	-	-	-	-	-	0.0	-
Alex Armah	0.0	-	-	-	-	-	-	0.0	-
Dwayne Washington	0.0	-	-	-	-	-	-	0.0	-
Clint Ratkovich	0.0	-	-	-	-	-	-	0.0	-
