"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","A. Pierce","WR","IND","MIN","2022-12-17T18:00:00Z","3.5","over","132","undefined","null","null","under","-178","undefined","null","null"
"recv_yd","A. Pierce","WR","IND","MIN","2022-12-17T18:00:00Z","38.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","3.5","over","100","undefined","null","null","under","-134","undefined","null","null"
"recv_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","19.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_att","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","20.5","over","-108","undefined","null","null","under","-125","undefined","null","null"
"rush_recv_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","106.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","83.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","K. Granson","TE","IND","MIN","2022-12-17T18:00:00Z","1.5","over","-139","undefined","null","null","under","103","undefined","null","null"
"recv_yd","K. Granson","TE","IND","MIN","2022-12-17T18:00:00Z","17.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"pass_att","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","34.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"pass_comp","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","22.5","over","-143","undefined","null","null","under","104","undefined","null","null"
"pass_int","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","0.5","over","-153","undefined","null","null","under","112","undefined","null","null"
"pass_td","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","1.5","over","107","undefined","null","null","under","-143","undefined","null","null"
"pass_yd","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","255.5","over","-116","-0.07025185185185201","null","null","under","-116","-0.003851851851851773","null","null"
"rush_yd","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","3.5","over","-107","undefined","null","null","under","-126","undefined","null","null"
"recv_rec","M. Pittman Jr.","WR","IND","MIN","2022-12-17T18:00:00Z","5.5","over","-151","undefined","null","null","under","112","undefined","null","null"
"recv_yd","M. Pittman Jr.","WR","IND","MIN","2022-12-17T18:00:00Z","68.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"recv_rec","P. Campbell","WR","IND","MIN","2022-12-17T18:00:00Z","3.5","over","-154","undefined","null","null","under","115","undefined","null","null"
"recv_yd","P. Campbell","WR","IND","MIN","2022-12-17T18:00:00Z","42.5","over","-114","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","A. Thielen","WR","MIN","IND","2022-12-17T18:00:00Z","4.5","over","103","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","A. Thielen","WR","MIN","IND","2022-12-17T18:00:00Z","52.5","over","-103","undefined","null","null","under","-128","undefined","null","null"
"recv_rec","D. Cook","RB","MIN","IND","2022-12-17T18:00:00Z","2.5","over","-155","undefined","null","null","under","116","undefined","null","null"
"recv_yd","D. Cook","RB","MIN","IND","2022-12-17T18:00:00Z","16.5","over","-113","undefined","null","null","under","-117","undefined","null","null"
"rush_att","D. Cook","RB","MIN","IND","2022-12-17T18:00:00Z","17.5","over","-134","undefined","null","null","under","-102","undefined","null","null"
"rush_recv_yd","D. Cook","RB","MIN","IND","2022-12-17T18:00:00Z","89.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","D. Cook","RB","MIN","IND","2022-12-17T18:00:00Z","70.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","J. Jefferson","WR","MIN","IND","2022-12-17T18:00:00Z","7.5","over","109","undefined","null","null","under","-145","undefined","null","null"
"recv_yd","J. Jefferson","WR","MIN","IND","2022-12-17T18:00:00Z","94.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","K. Osborn","WR","MIN","IND","2022-12-17T18:00:00Z","2.5","over","112","undefined","null","null","under","-150","undefined","null","null"
"recv_yd","K. Osborn","WR","MIN","IND","2022-12-17T18:00:00Z","24.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_att","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","35.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"pass_comp","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","23.5","over","-128","undefined","null","null","under","-105","undefined","null","null"
"pass_int","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","0.5","over","115","undefined","null","null","under","-155","undefined","null","null"
"pass_td","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","1.5","over","-149","undefined","null","null","under","112","undefined","null","null"
"pass_yd","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","273.5","over","-112","-0.06117918218867896","null","null","under","-121","-0.014702510407240132","null","null"
"rush_yd","K. Cousins","QB","MIN","IND","2022-12-17T18:00:00Z","3.5","over","-120","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","T. Hockenson","TE","MIN","IND","2022-12-17T18:00:00Z","4.5","over","-142","undefined","null","null","under","107","undefined","null","null"
"recv_yd","T. Hockenson","TE","MIN","IND","2022-12-17T18:00:00Z","49.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"recv_yd","D. Jackson","WR","BLT","CLV","2022-12-17T21:30:00Z","11.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_rec","D. Robinson","WR","BLT","CLV","2022-12-17T21:30:00Z","3.5","over","-103","undefined","null","null","under","-130","undefined","null","null"
"recv_yd","D. Robinson","WR","BLT","CLV","2022-12-17T21:30:00Z","36.5","over","-104","undefined","null","null","under","-129","undefined","null","null"
"recv_rec","D. Duvernay","WR","BLT","CLV","2022-12-17T21:30:00Z","2.5","over","100","undefined","null","null","under","-133","undefined","null","null"
"recv_yd","D. Duvernay","WR","BLT","CLV","2022-12-17T21:30:00Z","22.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_att","G. Edwards","RB","BLT","CLV","2022-12-17T21:30:00Z","8.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"rush_yd","G. Edwards","RB","BLT","CLV","2022-12-17T21:30:00Z","37.5","over","-122","undefined","null","null","under","-109","undefined","null","null"
"rush_att","J. Dobbins","RB","BLT","CLV","2022-12-17T21:30:00Z","10.5","over","-131","undefined","null","null","under","-102","undefined","null","null"
"rush_yd","J. Dobbins","RB","BLT","CLV","2022-12-17T21:30:00Z","48.5","over","-113","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","M. Andrews","TE","BLT","CLV","2022-12-17T21:30:00Z","4.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","M. Andrews","TE","BLT","CLV","2022-12-17T21:30:00Z","50.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"pass_att","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","27.5","over","-128","undefined","null","null","under","-106","undefined","null","null"
"pass_int","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","0.5","over","106","undefined","null","null","under","-146","undefined","null","null"
"pass_td","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","0.5","over","-208","undefined","null","null","under","154","undefined","null","null"
"pass_yd","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","176.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"rush_att","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","8.5","over","-133","undefined","null","null","under","100","undefined","null","null"
"rush_yd","T. Huntley","QB","BLT","CLV","2022-12-17T21:30:00Z","42.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Cooper","WR","CLV","BLT","2022-12-17T21:30:00Z","4.5","over","110","undefined","null","null","under","-148","undefined","null","null"
"recv_yd","A. Cooper","WR","CLV","BLT","2022-12-17T21:30:00Z","56.5","over","-108","undefined","null","null","under","-128","undefined","null","null"
"recv_rec","D. Njoku","TE","CLV","BLT","2022-12-17T21:30:00Z","3.5","over","-144","undefined","null","null","under","108","undefined","null","null"
"recv_yd","D. Njoku","TE","CLV","BLT","2022-12-17T21:30:00Z","39.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_att","D. Watson","QB","CLV","BLT","2022-12-17T21:30:00Z","28.5","over","-130","undefined","null","null","under","-103","undefined","null","null"
"pass_comp","D. Watson","QB","CLV","BLT","2022-12-17T21:30:00Z","17.5","over","-124","undefined","null","null","under","-108","undefined","null","null"
"pass_int","D. Watson","QB","CLV","BLT","2022-12-17T21:30:00Z","0.5","over","-111","undefined","null","null","under","-121","undefined","null","null"
"pass_td","D. Watson","QB","CLV","BLT","2022-12-17T21:30:00Z","1.5","over","134","undefined","null","null","under","-179","undefined","null","null"
"pass_yd","D. Watson","QB","CLV","BLT","2022-12-17T21:30:00Z","217.5","over","-110","undefined","null","null","under","-123","undefined","null","null"
